series,episode,baker,signature_bake,technical,result,show_stopper,baker_last_name,baker_age,baker_occupation,hometown
1,1,Annetha,Light Jamaican Black Cakewith Strawberries and Cream,2,IN,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",Mills,30,Midwife,Essex
1,1,David,Chocolate Orange Cake,3,IN,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",Chambers,31,Entrepreneur,Milton Keynes
1,1,Edd,Caramel Cinnamon and Banana Cake,1,IN,N/A,Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,1,Jasminder,Fresh Mango and Passion Fruit Hummingbird Cake,NA,IN,N/A,Randhawa,45,Assistant Credit Control Manager,Birmingham
1,1,Jonathan,Carrot Cake with Lime and Cream Cheese Icing,9,IN,Three Tiered White and Dark Chocolate with Almond and Cherry,Shepherd,25,Research Analyst,St Albans
1,1,Louise,Carrot and Orange Cake,NA,IN,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",Brimelow,44,Police Officer,Manchester
1,1,Miranda,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",8,IN,Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,1,Ruth,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,NA,IN,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,1,Lea,Cranberry and Pistachio Cakewith Orange Flower Water Icing,10,OUT,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,Harris,51,Retired,"Midlothian, Scotland"
1,1,Mark,Sticky Marmalade Tea Loaf,NA,OUT,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,Whithers,48,Bus Driver,South Wales
1,2,David,Cheddar Cheese and Fresh Rosemary Biscuits,8,IN,Choux Pastry Swans  Chocolate Profiteroles,Chambers,31,Entrepreneur,Milton Keynes
1,2,Edd,Oatmeal Raisin Cookie,6,IN,Pink Macarons,Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,2,Jasminder,Millionaires' Shortbread,2,IN,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,Randhawa,45,Assistant Credit Control Manager,Birmingham
1,2,Jonathan,Honey and Candied Ginger Cookies,1,IN,Meringues with Whiskey Cream,Shepherd,25,Research Analyst,St Albans
1,2,Miranda,Fresh Vanilla Biscuits with Royal Icing,3,IN,Pistachio Macarons,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,2,Ruth,Peanut Shortbread withSalted Peanut Caramel,5,IN,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,2,Annetha,Rose Petal Shortbread,7,OUT,Pink Swirl Macarons / Eclairs,Mills,30,Midwife,Essex
1,2,Louise,Stained Glass Window Shortbread,4,OUT,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",Brimelow,44,Police Officer,Manchester
1,3,David,Chilli Bread,4,IN,"Walnut and Seed Roll
Red Berry and Almond Bun",Chambers,31,Entrepreneur,Milton Keynes
1,3,Edd,Olive Bread,1,IN,Tomato and Mozzarella,Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,3,Jasminder,Focaccia,5,IN,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",Randhawa,45,Assistant Credit Control Manager,Birmingham
1,3,Miranda,Walnut and Apricot Bread,3,IN,"Lemon Iced Buns
Chocolate and Orange Buns",Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,3,Ruth,Maple and Pecan Bread,2,IN,"Chocolate and Orange Panettone
Cranberry Bagels",Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,3,Jonathan,"Anchovy, Sweet Paprika and Oregano Bread",6,OUT,"Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",Shepherd,25,Research Analyst,St Albans
1,4,Edd,Apple and Plum Pudding,3,IN,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,4,Jasminder,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,2,IN,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",Randhawa,45,Assistant Credit Control Manager,Birmingham
1,4,Miranda,Sticky Toffee Pudding,1,IN,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,4,Ruth,Peach and Blueberry Boy Bait,4,IN,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,4,David,Pear and Walnut Pudding,5,OUT,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",Chambers,31,Entrepreneur,Milton Keynes
1,5,Edd,"Chicken, Ham, Leek and Tarragon Pie",2,IN,"Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",Kimber,24,Debt collector for Yorkshire Bank,Bradford
1,5,Miranda,"Summery Salmon, Cod and Prawn Fish Pie",1,IN,"Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,5,Ruth,Minced Beef Pie,3,IN,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,5,Jasminder,Chicken and Mushroom Pie,4,OUT,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",Randhawa,45,Assistant Credit Control Manager,Birmingham
1,6,Miranda,Lemon Cupcake,NA,Runner-up,Eliminated after signature,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,6,Ruth,"Mint, Ginger and Blackberry Cake",NA,Runner-up,NA,Clemens,31,Retail manager/Housewife,"Poynton, Cheshire"
1,6,Edd,Cinnamon and Banana Cake,NA,WINNER,NA,Kimber,24,Debt collector for Yorkshire Bank,Bradford
2,1,Ben,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,2,IN,Vanilla Sponge with White Chocolate and Raspberry Buttercream,Frazer,31,Graphic Designer,Northampton
2,1,Ian,Apple and Cinnamon Cupcakes,10,IN,UNKNOWN,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,1,Janet,Raspberry and Cream Cupcakes,8,IN,Chocolate Marble Cakewith Dark and White Chocolate Truffles,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,1,Jason,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,6,IN,UNKNOWN,White,19,Civil Engineering Student,Croydon
2,1,Jo,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,11,IN,Chocolate and Strawberry Cake,Wheatley,41,Housewife,"Ongar, Essex"
2,1,Mary-Anne,Banoffee Cupcakes,4,IN,Chocolate and Raspberry Opera cake,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,1,Robert,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,3,IN,Genoise Layered Mousse Cakewith Chocolate Ganache,Billington,25,Photographer,London
2,1,Simon,Guinness and Chocolate Cupcakes,9,IN,Two-Tiered Chocolate Courgette Cake,Blackwell,31,Rugby Coach,Norfolk
2,1,Urvashi,Cherry Blossom CupcakesJapanese Lime Cupcakes,7,IN,UNKNOWN,Roe,40,Head of Marketing,"Enfield, London"
2,1,Yasmin,Cardamom and Pomegranate Cupcakes,5,IN,UNKNOWN,Limbert,43,Childminder,"West Kirby, The Wirral"
2,1,Keith,Earl Grey Cupcakes,12,OUT,Chocolate and Sour Cream Cake,Batsford,31,House husband,"Arlesey, Bedfordshire"
2,1,Holly,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,1,STAR BAKER,UNKNOWN,Bell,31,Advertising executive,Leicester
2,2,Ben,"Chorizo, Pepper and Gruyere Quiche",1,IN,Lemon Meringue Tarts,Frazer,31,Graphic Designer,Northampton
2,2,Holly,Pesto Quiche,4,IN,Milk Chocolate and Pistachio TartsTrifle Tarts,Bell,31,Advertising executive,Leicester
2,2,Ian,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",2,IN,UNKNOWN,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,2,Janet,Quiche Printanière,8,IN,Red Fruit TartsChocolate and Cherry Tarts,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,2,Jo,"Caramelised Onion, Gruyere and Thyme Quiche",10,IN,Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust,Wheatley,41,Housewife,"Ongar, Essex"
2,2,Mary-Anne,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",9,IN,Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,2,Robert,Smoked Bacon and Kale Quiche,5,IN,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",Billington,25,Photographer,London
2,2,Urvashi,"Crab, Coriander and Coconut Quiche",7,IN,Strawberry and Basil TartsElderflower and Honeycomb Tarts,Roe,40,Head of Marketing,"Enfield, London"
2,2,Yasmin,Smoked Haddock and Watercress Quiche,6,IN,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,Limbert,43,Childminder,"West Kirby, The Wirral"
2,2,Simon,Smoked Haddock and Watercress Quiche,11,OUT,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",Blackwell,31,Rugby Coach,Norfolk
2,2,Jason,Salmon and Pak Choi Quiche,3,STAR BAKER,Mint Chocolate Tarts Blueberry Bakewell Tarts,White,19,Civil Engineering Student,Croydon
2,3,Ben,"Walnut, Raisin and Rosemary Loaf",3,IN,UNKNOWN,Frazer,31,Graphic Designer,Northampton
2,3,Holly,Picnic Loaf,6,IN,Stilton and Walnut Rolls,Bell,31,Advertising executive,Leicester
2,3,Janet,Zupfe Loaf with Gruyère Cheese,8,IN,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,3,Jason,Cheese and Onion Tear and Share Loaf,7,IN,UNKNOWN,White,19,Civil Engineering Student,Croydon
2,3,Jo,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",1,IN,Unknown,Wheatley,41,Housewife,"Ongar, Essex"
2,3,Mary-Anne,Ploughman's Loaf,5,IN,Herb and Walnut BreadsChocolate and Chilli Buns,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,3,Robert,Rye and Coriander Seed Loaf,4,IN,Blueberry Brioche RollsLemon and Poppy Seed Rolls,Billington,25,Photographer,London
2,3,Ian,"Courgette, Caerphilly Cheese and Thyme Loaf",10,OUT,Walnut and Raisin RollsCracked Wheat Logs,Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,3,Urvashi,Salt and Peppercorn Loaf,9,OUT,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,Roe,40,Head of Marketing,"Enfield, London"
2,3,Yasmin,Egyptian Dukkah Loaf with Mixed Spices,2,STAR BAKER,"Pesto Bread
Sweet Coconut Rolls",Limbert,43,Childminder,"West Kirby, The Wirral"
2,4,Janet,Christmas Marzipan Biscuits,4,IN,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,4,Jo,Lavender Biscuits,8,IN,Blueberry MacaronsCoconut MacaronsStrawberry Macarons,Wheatley,41,Housewife,"Ongar, Essex"
2,4,Mary-Anne,Melting Moments,2,IN,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,4,Robert,Chocolate and Ginger Oat Biscuits,7,IN,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,Billington,25,Photographer,London
2,4,Yasmin,Chocolate Chip and Pistachio Biscotti,6,IN,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,Limbert,43,Childminder,"West Kirby, The Wirral"
2,4,Ben,Stem Ginger Nuts,5,OUT,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,Frazer,31,Graphic Designer,Northampton
2,4,Holly,Strawberry and Custard Melts,3,STAR BAKER,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",Bell,31,Advertising executive,Leicester
2,4,Jason,Lebkuchen,1,STAR BAKER,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",White,19,Civil Engineering Student,Croydon
2,5,Holly,"Stilton, Potato and Caramelised Onion Pie",4,IN,Lime Meringue Pie,Bell,31,Advertising executive,Leicester
2,5,Jo,Salmon and Asparagus Pie,6,IN,Apple and Raspberry Meringue Pie,Wheatley,41,Housewife,"Ongar, Essex"
2,5,Mary-Anne,Chicken and Bacon Pie,2,IN,Midnight Meringue,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,5,Yasmin,Family Fish Pie,5,IN,Peach and Raspberry Meringue Pie,Limbert,43,Childminder,"West Kirby, The Wirral"
2,5,Jason,Brown Down Chicken Pie,7,OUT,Plum Meringue Pie,White,19,Civil Engineering Student,Croydon
2,5,Robert,Chicken and Mushroom Pie,3,OUT,Rhubarb and Custard Meringue Pie,Billington,25,Photographer,London
2,5,Janet,Chicken and Chestnut Pie,1,STAR BAKER,Rhubarb Meringue Pie,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,6,Holly,Father Christmas' Baked Cheesecake,3,IN,Hansel and Gretel's Croquembouche,Bell,31,Advertising executive,Leicester
2,6,Janet,Rhubarb and Ginger Baked Cheesecake,5,IN,Orange and Nougatine Croquembouche,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,6,Mary-Anne,Tutti Fruitti Curd Baked Cheesecake,4,IN,Orange and Praline Croquembouche with Cardamom Caramel,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,6,Yasmin,Baked Amaretto Cheesecake,2,OUT,Rose Croquembouche,Limbert,43,Childminder,"West Kirby, The Wirral"
2,6,Jo,Rum and Raisin Baked Cheesecake,1,STAR BAKER,Limoncello and White Chocolate Croquembouche,Wheatley,41,Housewife,"Ongar, Essex"
2,7,Holly,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake",1,IN,"Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",Bell,31,Advertising executive,Leicester
2,7,Jo,Raspberry & Strawberry Mousse Cake,3,IN,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries,Wheatley,41,Housewife,"Ongar, Essex"
2,7,Mary-Anne,Chocolate and Orange Mousse Cake,2,IN,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,7,Janet,Chocolate Amaretto Mousse Cake,4,OUT,Pain Aux RaisinPlain CroissantPain Au Chocolat,Basu,63,Teacher of Modern Languages,"Formby, Liverpool"
2,8,Holly,Banoffee Inspired Mille Feuille,2,Runner-up,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,Bell,31,Advertising executive,Leicester
2,8,Mary-Anne,Lemon and Ginger Mille Feuille,3,Runner-up,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,Boermans,45,Housewife,"Kidderminster, Worcestershire"
2,8,Jo,Raspberry and Blueberry Mille Feuille,1,WINNER,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse",Wheatley,41,Housewife,"Ongar, Essex"
3,1,Brendan,"Plum, Sour Cherry & Walnut",10,IN,UNKNOWN,Lynch,63,Recruitment consultant,Sutton Coldfield
3,1,Cathryn,"Apple, Hazelnut and Calvados",5,IN,Hidden Cupcake Cake,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,1,Danny,"Plum, Ginger & Orange",7,IN,UNKNOWN,Bryden,45,Intensive care consultant,Sheffield
3,1,James,"Parsnip, Pear, and Pecan",2,IN,"""Simmer Dim"" Sunset Cake",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,1,John,"Toffee Apple, Orange & Cranberry",11,IN,Hidden Pink Hearts Cake,Whaite,22,Law student,Wigan
3,1,Manisha,"Vanilla, Peach and Raspberry",6,IN,White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,Parmar,27,Nursery nurse,Leicester
3,1,Peter,"Pear, Muscat & Chocolate",3,IN,Jubilee Cake,Maloney,43,Sales manager,"Windsor, Berkshire"
3,1,Ryan,Kumquat and Orange Polenta,8,IN,Hidden Flowerbed Mousse Cake,Chong,38,Photographer,Bristol
3,1,Sarah-Jane,"Pear, Chocolate and Hazelnut",1,IN,Hidden Crown Cake,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,1,Stuart,Tomato and Ginger,9,IN,Lemon and Pistachio Union Flag Cake,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,1,Natasha,Pineapple & Passion Fruit,12,OUT,Mother's Day Layered Rose Cake,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,1,Victoria,Pear and Pecan,4,STAR BAKER,Blackbird Pie Cake,Chester,50,CEO of the charity Plantlife,Somerset
3,2,Brendan,Middle Eastern Taboon BreadIndian Rotis,4,IN,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",Lynch,63,Recruitment consultant,Sutton Coldfield
3,2,Cathryn,"Spiced Mango NaanLime, Coriander and Chilli Tortillas",8,IN,"Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,2,Danny,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,3,IN,UNKNOWN,Bryden,45,Intensive care consultant,Sheffield
3,2,James,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones",2,IN,"Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,2,Manisha,Indian FlatbreadsItalian Flatbreads,6,IN,UNKNOWN,Parmar,27,Nursery nurse,Leicester
3,2,Ryan,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,5,IN,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",Chong,38,Photographer,Bristol
3,2,Sarah-Jane,Toasted Coconut and Lime RotisOatcakes,10,IN,UNKNOWN,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,2,Stuart,Bombay BreadChorizo and Spring Onion Naan,9,IN,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,2,Victoria,Coriander and Lemon NaanGarlic and Parsnip Chapatis,7,IN,"Saffron and Golden Raisin Bagels
Porcini Bagels",Chester,50,CEO of the charity Plantlife,Somerset
3,2,Peter,Fennel and Nigella Seed NaanBannock Bread,11,OUT,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",Maloney,43,Sales manager,"Windsor, Berkshire"
3,2,John,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas",1,STAR BAKER,"Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",Whaite,22,Law student,Wigan
3,3,Brendan,Apple and Ginger Tarte Tatin,9,IN,"Blackberry, Nectarine and Dragon Fruit Tart",Lynch,63,Recruitment consultant,Sutton Coldfield
3,3,Cathryn,"Plum, Cherry and Five Spice Tarte Tatin",3,IN,"Raspberry, Pistachio and Lemon Tart",Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,3,Danny,Savoury Pear and Roquefort Tarte Tatin,2,IN,"Pineapple, Coconut and Frangipane Tart",Bryden,45,Intensive care consultant,Sheffield
3,3,John,Apple and Vanilla Tarte Tatin with Walnut Praline,6,IN,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",Whaite,22,Law student,Wigan
3,3,Manisha,"Cinnamon, Apple and Pear Tarte Tatin",10,IN,Rum and Tropical Fruit Tart,Parmar,27,Nursery nurse,Leicester
3,3,Ryan,Spiced Pear Tarte Tatin,5,IN,UNKNOWN,Chong,38,Photographer,Bristol
3,3,Sarah-Jane,Caramelised Banana Tarte Tatin,8,IN,French Apple Tart with Blackberry and Cassis Jam,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,3,Stuart,Pear and Almond Tarte Tatin,7,IN,Raspberry Triple Chocolate Layered Tart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,3,Victoria,"Fig, Walnut and Pink Peppercorn Tarte Tatin",4,OUT,Tropical Fruit Tart with Black Pepper Crust,Chester,50,CEO of the charity Plantlife,Somerset
3,3,James,Apple and Lavender Tarte Tatin,1,STAR BAKER,"Rose, Lychee and Raspberry Fruit Tart",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,4,Cathryn,"White Chocolate, Macadamia and Coffee Torte",3,IN,"Gooseberry, Almond and Honey Meringue",Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,4,Danny,"Blackberry, White Chocolate, Lemon and Elderflower Torte",2,IN,"'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",Bryden,45,Intensive care consultant,Sheffield
3,4,James,"Hazelnut, Chocolate and Passionfruit Torte",5,IN,"Fig, Chestnut, Cherry and Chocolate Layered Meringue",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,4,John,'Torte Noir' Black Forest Torte with Boozy Cream,6,IN,Elderflower and Bramble Berry Pavlova,Whaite,22,Law student,Wigan
3,4,Manisha,"Almond, Chocolate and Cherry Torte",9,IN,Tiramisu Layered Meringue Dessert,Parmar,27,Nursery nurse,Leicester
3,4,Ryan,Green Tea Opera Torte,7,IN,"Strawberry, Rose and Pistachio Meringue",Chong,38,Photographer,Bristol
3,4,Sarah-Jane,Chocolate and Almond Truffle Torte,4,IN,Hazelnut Tiramisu Layered Meringue,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Stuart,Black Forest Torte,8,OUT,Choca Blocka Mocha Meringue,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,4,Brendan,Clementine and Chestnut Torte,1,STAR BAKER,"Pear, Chocolate and Hazelnut Dacquoise",Lynch,63,Recruitment consultant,Sutton Coldfield
3,5,Brendan,Salmon Coulibiac in a Scandinavian Pastry,3,IN,All American Chiffon Pie,Lynch,63,Recruitment consultant,Sutton Coldfield
3,5,Cathryn,Full English Wellington,1,IN,Chocolate and Peanut Butter Pumpkin Pie,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,5,Danny,"Chickpea, Spinach & Mushroom Wellington",7,IN,Trick or Treat Pumpkin Pie,Bryden,45,Intensive care consultant,Sheffield
3,5,James,Four Pig Wellington,6,IN,Sweet Potato Pie,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,5,John,Venison and Haggis Wellington,2,IN,Star-Spangled Pecan Pie,Whaite,22,Law student,Wigan
3,5,Sarah-Jane,Beef Wellington with Parma Ham and Gorgonzola Cheese,4,IN,Chocolate and Banana Cream Pie,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,5,Manisha,Lamb Wellington with Rosemary and Mint,5,OUT,Banana Scotch Pie,Parmar,27,Nursery nurse,Leicester
3,5,Ryan,Curry Spiced Seabass Wellington,8,STAR BAKER,Key Lime Pie,Chong,38,Photographer,Bristol
3,6,Cathryn,"Chocolate Walnut Whip Puddings
Elderflower Sponges",3,IN,Roasted Vegetable Couscous and Sheep Cheese Strudel,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,6,Danny,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,2,IN,"Leek, Potato, Pistachio and Gruyère Strudel",Bryden,45,Intensive care consultant,Sheffield
3,6,James,Banana and Clove PuddingsClootie Dumplings,7,IN,"Strawberry, Rhubarb and Ginger Strudel",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,6,John,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,5,IN,Did not complete due to injury,Whaite,22,Law student,Wigan
3,6,Ryan,Chocolate FondantsSticky Ginger and Date Puddings,6,IN,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Chong,38,Photographer,Bristol
3,6,Sarah-Jane,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,4,IN,Sweet Strudel with Sour Cherries,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Brendan,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,STAR BAKER,"Spinach, Cheese and Walnut Strudel",Lynch,63,Recruitment consultant,Sutton Coldfield
3,7,Brendan,Chelsea Bunskis,4,IN,Black Forest Christmas Stollen,Lynch,63,Recruitment consultant,Sutton Coldfield
3,7,Cathryn,Lady Arundel's Manchet Buns,5,IN,Bonfire Night Tear 'n' Share Brioche,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,7,James,Easter Chelsea Buns,1,IN,Whisky Kugelhopf-Brioche Baba,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,7,John,Cherry and Almond Saffron Buns,3,IN,Marzipan Stollen,Whaite,22,Law student,Wigan
3,7,Ryan,Lardy Cakes,6,OUT,Char Siu Bao,Chong,38,Photographer,Bristol
3,7,Sarah-Jane,"Orange, Nutmeg and Saffron Buns",7,OUT,Sour Cherry and Dark Chocolate Christmas Plait,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Danny,Bakewell Chelsea Buns,2,STAR BAKER,European Christmas Wreath,Bryden,45,Intensive care consultant,Sheffield
3,8,Brendan,Multi-Seed Savoury Crackers,2,IN,Fantasy Gingerbread Bird House,Lynch,63,Recruitment consultant,Sutton Coldfield
3,8,Danny,Spiced Almond Drinks Crackers,4,IN,Gingerbread Big Ben,Bryden,45,Intensive care consultant,Sheffield
3,8,John,Asian Spice Crackers,3,IN,Gingerbread Roman Coliseum,Whaite,22,Law student,Wigan
3,8,Cathryn,Cheese and Pickle Crackers,5,OUT,Gingerbread Buckingham Palace,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,8,James,"Smoky Cayenne, Cumin and Chilli Crackers",1,STAR BAKER,Gingerbread Barn,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,9,Brendan,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,3,IN,Gateau St. Honoré,Lynch,63,Recruitment consultant,Sutton Coldfield
3,9,John,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,2,IN,Gateau St. Honoré a la Passion,Whaite,22,Law student,Wigan
